	DPV0_47	DPV0_48	DPV0_49	DPV0_50	DPV3_47	DPV3_48	DPV3_49	DPV3_50	DPI3_47	DPI3_48	DPI3_49	DPI3_50	DPI6_47	DPI6_48	DPI6_49	DPI6_50	DPI9_47	DPI9_48	DPI9_49	DPI9_50	DPI14_48	DPI14_49	DPI14_50	DPI21_48	DPI21_49	DPI21_50	DPI42_48	DPI42_49	DPI42_50
RNU6.984P	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
RNU6.985P	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
RNU6.991P	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
RNU6.99P	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0
RNU6ATAC19P	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
RNU6ATAC24P	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
RNU6ATAC33P	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0
RNU6ATAC38P	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0
RNU6ATAC3P	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
RNU6ATAC8P	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
RNU7.105P	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
RNU7.113P	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
RNU7.134P	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0
RNU7.136P	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
RNU7.138P	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0
RNU7.143P	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
RNU7.147P	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0
RNU7.153P	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
RNU7.156P	0	0	0	0	0	0	0	0	0	0	0	0	1	1	4	2	2	0	0	0	0	0	0	0	0	0	0	0	0
RNU7.170P	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
RNU7.185P	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0
RNU7.192P	0	0	0	0	2	0	0	0	0	0	0	0	1	0	0	0	1	0	2	0	0	0	0	0	0	0	0	0	0
RNU7.24P	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0
RNU7.2P	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
RNU7.30P	0	0	0	0	0	0	0	1	0	0	0	0	11	0	1	0	10	0	1	0	0	1	0	0	0	0	0	0	1
RNU7.35P	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0
RNU7.37P	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
RNU7.40P	0	0	1	0	0	0	1	0	0	0	0	0	0	0	1	0	8	0	1	0	0	0	0	0	0	0	0	0	0
RNU7.50P	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
RNU7.52P	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0
RNU7.53P	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
RNU7.59P	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
RNU7.73P	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	4	0	0	0	0	0	0	1	0	0	0	0	0
RNVU1.2	0	0	0	0	0	0	0	0	13	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
RNY1P16	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	3	0	0	0	0	2	0	0	1	0	0	0	0
RNY1P7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0
RNY3P12	0	0	0	0	0	1	0	0	0	0	0	0	7	0	3	0	16	0	3	0	0	2	0	1	0	0	0	0	0
RNY3P16	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0
RNY3P3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0
RNY3P4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
RNY4P16	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	0	1	0	0	0	0	0	0	0	0	0	0
RNY4P19	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
RP1	0	0	2	0	1	1	2	0	1	2	1	0	27	1	11	5	20	0	10	0	0	1	0	1	0	1	0	0	1
RPA3	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
RPL22	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
RPL23.2	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
RPL27.1	0	0	0	0	0	0	0	0	0	0	0	0	2	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
RPL39	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
RPL39L	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
RPL7L1	2	4	5	7	18	8	25	20	25	19	11	14	6	15	24	16	7	4	11	12	2	9	17	7	20	17	11	22	19
RPS12	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0
RPS5.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0
RPS6KA3	0	0	1	0	0	1	3	5	9	2	0	0	15	1	1	1	10	0	3	1	0	2	0	0	0	0	0	0	0
RRS1	0	0	0	0	0	0	0	0	0	0	1	0	2	0	0	0	0	0	0	0	0	3	3	0	0	0	0	2	0
RSPH10B	0	0	1	0	0	0	1	1	0	0	0	0	9	0	0	0	13	0	3	4	0	1	0	0	0	0	0	0	2
RTBDN	0	0	0	0	1	0	0	0	0	0	0	2	1	0	0	0	16	0	0	4	0	5	0	0	1	0	1	0	2
RWDD3	0	0	0	0	0	0	0	0	3	2	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
RWDD4	0	0	0	0	1	0	3	7	7	3	0	0	14	0	0	2	8	0	2	0	0	8	1	0	0	0	0	0	0
RYK	0	0	1	0	2	0	0	0	12	3	0	1	0	0	1	0	2	0	0	1	0	1	0	0	2	2	1	1	1
S100A8	4	2	2	0	0	0	70	77	1036	62	3	3	19	15	8	0	2	0	5	4	0	4	3	0	2	0	1	0	1
S100A9	13	4	2	0	0	0	104	145	1080	103	10	21	14	21	3	0	2	0	12	6	0	11	7	3	2	0	1	1	6
S100G	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	1	0	0	0	0	0	1	0	1	0	0	0	0
SAA2	0	0	0	1	5	0	0	0	5	0	0	0	5	0	0	0	7	0	2	1	0	8	0	0	0	0	0	0	0
SAMD15	0	0	0	0	1	0	2	1	0	1	3	0	6	0	2	0	14	1	4	0	0	1	0	0	0	0	1	0	1
SAT2	0	0	0	0	0	0	1	2	1	0	0	0	3	0	0	0	9	1	1	0	0	0	0	0	0	0	0	0	0
SCARNA1	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SCARNA10	1	2	0	0	0	0	111	76	481	94	0	2	1	7	1	3	1	1	0	8	0	2	1	2	2	4	0	2	6
SCARNA14	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
SCARNA16	0	0	0	0	0	1	7	7	10	2	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SCARNA4	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SCGB1D2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0
SCGB1D4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	1	0	0	0	0	0	0	0
SCP2	0	0	0	0	0	0	2	2	10	7	1	0	1	2	5	3	2	1	3	1	1	2	0	0	0	0	0	0	0
SCRN1	0	0	0	0	0	1	0	3	2	0	0	0	9	2	5	4	10	0	2	0	0	0	0	0	1	0	0	0	0
SDC3	0	0	0	0	1	0	0	0	0	0	0	1	2	0	3	0	18	0	4	0	2	5	1	0	0	0	0	3	0
SEC16B	0	0	1	1	0	0	2	2	0	0	6	2	15	2	5	3	12	0	3	2	0	2	0	0	0	0	0	0	2
SEC61B	0	0	0	0	0	0	3	1	3	0	1	0	5	0	1	0	0	0	1	0	0	1	0	0	1	1	0	0	4
SELENOV	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	1	0
SELL	2	6	7	0	11	0	87	61	534	123	7	8	18	16	16	0	61	3	18	6	0	6	3	1	6	4	4	3	6
SERPINA7	0	0	0	0	0	0	0	0	0	0	0	0	12	0	6	1	2	0	1	0	1	0	0	0	0	0	0	0	0
SERPINB1	3	1	2	0	0	1	18	14	138	60	0	0	21	1	2	1	4	3	3	0	0	0	1	1	0	0	0	2	1
SET	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	2	0	1	0	0	0	0	0	0	0	0	0	0
SETD5	0	0	1	1	2	2	5	11	21	37	5	6	29	4	14	4	51	0	10	3	4	9	2	0	2	3	0	0	0
SEZ6L	1	2	3	0	3	0	3	3	0	0	0	1	21	1	12	8	30	2	11	3	0	5	0	0	0	0	0	0	1
SFRP4	243	155	675	362	371	187	511	430	882	806	472	322	2237	481	1317	592	3935	148	1093	456	226	694	368	251	311	217	165	282	596
SH3D19	0	0	2	0	0	0	3	0	1	3	0	1	17	5	9	4	19	0	7	6	1	0	1	0	1	1	0	1	3
SHPRH	0	0	0	0	1	1	6	13	7	7	2	0	19	3	8	3	10	0	2	0	0	1	2	0	0	1	1	0	0
SKAP2	0	0	0	0	1	0	2	9	69	20	0	5	6	5	2	0	1	0	3	1	1	8	2	1	0	0	0	1	1
SLC15A5	1	0	1	0	0	0	0	1	0	0	0	0	8	2	5	1	5	0	3	0	0	0	0	0	0	1	0	1	1
SLC25A15	0	0	0	0	0	0	0	0	0	0	1	0	4	0	0	0	0	0	0	0	3	0	0	1	1	0	0	0	1
SLC25A28	0	0	0	0	0	0	0	0	4	0	0	0	2	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0
SLC26A10	0	0	1	2	2	1	4	0	0	0	1	0	6	0	9	4	40	1	6	2	0	4	1	0	1	2	1	0	1
SLC26A2	0	1	0	2	2	0	1	3	0	0	0	0	14	0	6	2	17	2	4	1	0	5	0	0	0	1	0	2	0
SLC2A14	11	2	13	12	14	2	22	35	101	28	7	5	21	4	17	12	119	5	34	12	5	47	30	11	20	14	9	23	38
SLC2A9	0	0	0	0	0	0	0	0	1	0	0	0	3	0	1	0	1	0	0	0	0	0	0	0	0	1	0	0	0
SLC35F4	0	0	0	0	1	0	0	2	0	0	0	1	10	0	2	2	7	0	2	0	0	4	0	0	0	0	0	0	0
SLC35F5	0	0	1	0	0	1	2	2	0	1	0	0	17	3	6	0	7	0	6	0	0	0	0	0	0	0	0	0	0
SLC37A1	20	7	22	14	51	9	58	33	17	6	32	13	0	5	3	8	0	6	10	3	4	21	17	14	22	14	8	11	37
SLC3A2.1	0	0	0	0	2	1	0	3	0	0	0	0	3	0	0	0	12	0	3	0	0	2	1	1	0	0	0	1	0
SLC4A8	5	4	12	11	6	2	13	14	4	4	11	6	18	0	10	4	67	1	13	5	4	33	16	14	25	8	6	22	21
SLC5A12	0	0	1	0	0	1	4	0	0	0	3	0	15	3	4	3	17	0	7	0	0	2	0	0	0	0	0	0	1
SLC9C2	0	0	1	0	2	2	6	2	4	0	0	0	16	1	3	0	7	0	4	4	0	1	0	0	0	0	0	0	0
SLFN12	0	0	1	0	1	0	0	3	14	4	0	1	7	0	0	1	4	0	1	1	0	2	1	1	3	0	0	1	1
SLFN5	1	0	0	0	2	0	10	22	138	57	6	10	3	2	5	3	4	0	9	0	2	2	1	3	0	5	2	7	1
SLITRK4	0	0	0	0	0	0	1	0	0	0	0	0	3	0	0	0	5	0	0	1	0	0	0	0	0	0	0	0	0
SLITRK6	0	0	0	3	0	0	0	2	0	0	0	0	12	0	3	1	9	0	4	2	0	3	0	0	0	0	0	0	0
SMCP	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
SMG1	4	8	11	9	12	2	29	20	28	28	12	11	41	8	25	11	94	2	21	7	7	32	17	8	23	10	14	20	32
SMIM2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
SMIM36	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
SNCG	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
SNORA16B	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	2	0	1	0	1
SNORA20B	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SNORA21	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
SNORA24B	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	0	5	0	0	0	0	0	0	0	0	0	0	0	0
SNORA26	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SNORA2A	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
SNORA35	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SNORA36C	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	3	0	1	0	0	3	0	0	0	0	0	0	0
SNORA40B	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SNORA44	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	1	0
SNORA44.1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	5	0	2	0	0	1	0	0	0	0	0	0	0
SNORA48B	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SNORA58	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SNORA58B	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
SNORA63D	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	1	0	0	0	0	0	0	0	0	0	0
SNORA72	0	0	0	0	0	0	0	0	5	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SNORA9.1	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SNORD114.15	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
SNORD115.27	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SNORD115.4	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SNORD115.43	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SNORD116.22	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SNORD116.24	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SNORD116.27	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
SNORD116.29	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SNORD121B	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SNORD126	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SNORD127	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SNORD13	0	0	0	0	0	0	0	1	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SNORD14C	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
SNORD14D	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SNORD19	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
SNORD1B	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SNORD27	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	2	0	0	1
SNORD28	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SNORD32B	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SNORD45C	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SNORD50B	0	0	0	0	2	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SNORD58C	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SNORD59A	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0
SNORD7	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SNORD70	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
SNORD82	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SNORD84	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0
SNORD96B	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SNX16	0	0	0	0	0	0	0	0	3	3	0	1	7	2	3	0	1	0	2	0	0	0	0	0	0	3	0	0	0
SNX18	0	0	0	0	0	0	4	9	49	8	5	0	4	4	2	1	8	0	3	1	0	4	2	0	0	0	0	0	0
SNX19	0	0	2	0	1	2	0	3	0	5	0	1	12	5	8	7	16	1	3	1	0	0	0	0	1	2	0	0	0
SOCS4	0	0	0	0	2	0	1	1	1	4	1	2	0	0	0	0	6	0	1	0	0	0	0	0	0	0	0	0	1
SOD2	7	0	2	1	0	1	89	85	427	110	5	7	4	11	0	1	4	0	5	2	4	2	2	0	1	0	0	0	5
SORD	0	0	0	0	0	0	0	0	3	0	1	0	3	0	1	0	9	0	1	0	0	0	0	0	0	0	0	0	0
SORT1	0	0	0	0	4	1	5	3	7	5	2	0	10	3	4	2	15	1	2	0	0	5	0	0	2	0	0	4	3
SOSTDC1	1	1	1	0	0	0	3	0	1	1	0	1	10	3	3	3	15	0	3	0	1	3	0	0	1	3	0	0	0
SOWAHC	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	3	1	0	0	0	0	0	0
SP8	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	1	0	0	3	0	0	0	0	0	0	0
SP9	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	1	14	0	4	0	0	6	0	0	0	0	0	0	0
SPACA3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0
SPANXN2	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
SPANXN4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
SPATA3	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
SPATA45	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SPERT	0	0	0	0	0	0	0	0	0	0	0	0	2	0	1	0	3	0	1	0	1	4	1	1	0	0	1	0	0
SPIC	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0
SPINT3	0	0	0	0	1	0	0	2	0	0	0	0	13	0	0	0	7	0	3	0	0	1	0	0	0	0	0	0	0
SPR	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	1
SPRR4	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	3	0	1	0	0	2	0	0	1	0	0	0	0
SPRY2	0	0	0	0	0	0	0	1	5	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0
SPTY2D1OS	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	1	0	0	0	0	0	1
SRGN	6	8	0	0	0	0	103	119	794	194	0	3	10	21	8	0	2	0	2	2	1	0	8	0	4	0	1	5	3
SRP19	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SSX1	0	0	0	0	0	0	0	1	0	0	1	0	3	0	3	0	11	0	0	0	0	0	0	0	0	0	0	0	0
SSX3	0	0	0	0	1	0	2	0	0	0	0	0	2	0	1	0	11	0	1	0	0	0	0	0	0	0	0	0	0
SSX4	0	0	0	0	1	0	0	0	0	0	4	0	4	0	0	0	16	0	1	0	0	0	0	0	0	0	0	1	0
ST18	0	0	1	0	0	0	0	1	0	0	0	0	6	1	2	1	20	0	8	2	0	0	0	0	0	0	0	0	0
ST6GAL2	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	2	0	0	0	0	3	0	0	0	0	0	0	0
ST8SIA1	0	0	0	0	1	0	0	0	0	0	0	0	4	1	2	0	1	0	1	0	0	5	1	0	0	0	0	0	0
STARD3NL	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
STAT1	1	4	8	8	3	0	24	43	372	145	1	9	16	1	7	4	8	1	5	2	2	5	2	5	5	2	2	2	4
STEAP4	0	0	2	0	4	0	9	15	173	18	1	2	5	2	2	0	0	0	4	0	0	0	2	0	3	1	1	0	0
STK32A	0	0	2	0	0	0	4	0	4	3	0	0	18	1	5	0	9	0	3	0	0	2	2	0	0	0	0	0	1
STOX1	0	2	1	0	1	0	0	0	1	0	0	0	9	5	5	5	6	0	1	0	1	4	0	0	2	0	0	0	0
STRA8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	8	0	1	0	0	2	0	0	0	0	0	0	0
SUCLA2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
SULT2A1	0	0	1	0	3	0	0	0	1	1	0	0	4	0	2	0	14	0	5	1	0	5	2	0	0	0	0	0	0
SUMF1	0	0	1	0	6	0	2	0	0	1	2	0	2	0	2	1	3	0	1	1	0	0	0	0	1	0	0	0	0
SUV39H2.1	16	13	24	23	16	8	23	40	27	36	24	12	3	19	34	22	23	11	28	32	8	21	49	24	40	30	12	36	48
SYNPO2L	2	1	1	2	1	0	4	2	0	0	0	0	12	0	5	4	30	0	10	4	2	3	0	2	0	1	0	1	1
SYT16	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	10	0	0	1	0	0	0	0	0	0	0	0	0
SYT2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	1	0	0	1	1	0	1	2	1
TAB1	0	0	0	0	0	0	4	6	0	0	0	0	10	0	1	0	7	0	5	3	0	4	1	0	0	3	0	0	1
TAF1A	0	0	1	3	1	0	5	3	0	0	0	0	17	0	2	1	9	0	3	3	0	2	1	1	3	1	1	4	11
TAF5	60	28	91	133	117	30	114	86	17	20	3	16	3	8	7	12	5	6	16	10	4	12	15	7	19	15	6	12	17
TAF6	9	3	10	18	23	6	14	14	3	5	9	7	0	3	4	4	1	5	11	16	3	7	8	6	11	12	10	4	14
TAS2R40	0	0	3	0	13	1	0	5	6	2	0	1	3	4	2	0	7	3	2	5	0	3	0	0	2	6	0	1	2
TAS2R46	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TBC1D28	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
TBC1D8B	1	0	2	0	3	0	0	0	5	1	0	1	7	0	4	1	14	0	2	0	0	2	0	0	0	0	0	0	0
TCEAL2	0	0	0	0	0	0	0	0	0	0	0	0	5	0	1	0	9	0	0	0	0	0	0	0	0	0	0	0	0
TCEAL5	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
TCF4	0	0	2	3	0	1	1	9	7	5	6	3	43	7	24	1	42	0	11	5	0	4	3	0	1	0	1	1	3
TCF7L2	0	0	2	4	1	0	3	3	6	0	5	2	15	2	7	3	50	0	17	5	0	11	3	2	0	1	0	1	0
TCP11	0	0	0	0	0	0	3	1	0	0	1	0	6	0	0	0	2	0	2	0	1	0	0	0	0	0	0	0	0
